img1,img2,question,answer1,answer2,correct
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Bowl (near marked 3) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Bowl (near marked 3) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the HousePlant (near marked 4) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the HousePlant (near marked 4) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the KeyChain (near marked 5) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the KeyChain (near marked 5) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the brown square dining table (near marked 6) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the brown square dining table (near marked 6) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the black colored wooden chair (near marked 7) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_735_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the black colored wooden chair (near marked 7) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the open cardboard box (near marked 4) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Bowl (near marked 5) get closer or further away?",Closer,Further,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the DeskLamp (near marked 6) get closer or further away?",Closer,Further,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Vase (near marked 7) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the DeskLamp (near marked 8) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the open brown cardboard box (near marked 12) get closer or further away?",Closer,Further,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the blue modern dining table (near marked 13) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the open cardboard box (near marked 4) be to my left or right?",left,roughly straight ahead,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the open cardboard box (near marked 4) be to their left or right?",roughly straight ahead,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Bowl (near marked 5) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Bowl (near marked 5) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the DeskLamp (near marked 6) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the DeskLamp (near marked 6) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Vase (near marked 7) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Vase (near marked 7) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the DeskLamp (near marked 8) be to my left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the DeskLamp (near marked 8) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the open brown cardboard box (near marked 12) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the open brown cardboard box (near marked 12) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the blue modern dining table (near marked 13) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_736_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the blue modern dining table (near marked 13) be to their left or right?",left,right,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_737_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Doorway (near marked 0) be to my left or right?",left,roughly straight ahead,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_737_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Doorway (near marked 0) be to their left or right?",roughly straight ahead,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_738_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Doorway (near marked 0) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_738_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned left by 90 degrees, will the Doorway (near marked 0) be to my left or right?",left,roughly straight ahead,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_738_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the left, will the Doorway (near marked 0) be to their left or right?",left,roughly straight ahead,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned right by 90 degrees, will the Doorway (near marked 4) get closer or further away?",Closer,Further,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned right by 90 degrees, will the black colour rectangle shape wooden material (near marked 7) get closer or further away?",Further,Closer,2
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned right by 90 degrees, will the modern dark walnut bed with gray upholstered headboard (near marked 1) be to my left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the right, will the modern dark walnut bed with gray upholstered headboard (near marked 1) be to their left or right?",right,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"If I move to the 'X' marked point in the image and turned right by 90 degrees, will the Book (near marked 2) be to my left or right?",roughly straight ahead,left,1
https://cs-people.bu.edu/array/research/r2d3/multi_qa_ims/human_study/perspective_740_im_0_marked.png,,"For someone at the 'X' marked point in the image and facing 90 degrees to the right, will the Book (near marked 2) be to their left or right?",roughly straight ahead,left,1
